date,asset_downloads,sha512sum_downloads
2025-10-25,1046,25
2025-10-26,1048,25
2025-10-27,1049,25
2025-10-28,1050,25
2025-10-29,1051,25
2025-10-30,1052,25
2025-10-31,1053,25
2025-11-01,1054,25
2025-11-02,1055,25
2025-11-03,1056,25
2025-11-04,1057,25
2025-11-05,1058,25
2025-11-06,1059,25
2025-11-07,1060,25
2025-11-08,1061,25
2025-11-09,1062,25
2025-11-10,1063,25
2025-11-11,1064,25
2025-11-12,1065,25
2025-11-13,1066,25
2025-11-14,1067,25
2025-11-15,1068,25
2025-11-16,1069,25
2025-11-17,1070,25
2025-11-18,1071,25
2025-11-19,1072,26
