date,asset_downloads,sha512sum_downloads
2025-10-25,11985,88792
2025-10-26,11987,88792
2025-10-27,11988,88792
2025-10-28,11989,88792
2025-10-29,11990,88792
2025-10-30,11991,88792
2025-10-31,11992,88792
2025-11-01,11993,88792
2025-11-02,11994,88792
2025-11-03,11995,88792
2025-11-04,11996,88792
2025-11-05,11997,88792
2025-11-06,11998,88792
2025-11-07,11999,88792
2025-11-08,12000,88792
2025-11-09,12001,88792
2025-11-10,12002,88792
2025-11-11,12003,88792
2025-11-12,12004,88792
2025-11-13,12005,88792
2025-11-14,12006,88792
2025-11-15,12007,88792
2025-11-16,12008,88792
2025-11-17,12009,88792
2025-11-18,12010,88792
2025-11-19,12011,88792
2025-11-20,12012,88792
2025-11-21,12013,88792
2025-11-22,12014,88792
2025-11-23,12015,88792
2025-11-24,12016,88792
2025-11-25,12017,88792
2025-11-26,12018,88792
2025-11-27,12019,88792
2025-11-28,12020,88792
2025-11-29,12021,88792
2025-11-30,12021,88792
2025-12-01,12022,88792
2025-12-02,12023,88792
2025-12-03,12024,88792
2025-12-04,12025,88792
2025-12-05,12026,88792
2025-12-06,12027,88792
2025-12-07,12028,88792
2025-12-08,12029,88792
2025-12-09,12030,88792
2025-12-10,12031,88792
2025-12-11,12032,88792
2025-12-12,12033,88792
2025-12-13,12034,88792
2025-12-14,12035,88792
2025-12-15,12036,88792
2025-12-16,12037,88792
2025-12-17,12038,88792
2025-12-18,12039,88792
2025-12-19,12040,88792
2025-12-20,12041,88792
2025-12-21,12042,88792
2025-12-22,12043,88792
2025-12-23,12044,88792
2025-12-24,12045,88792
2025-12-25,12046,88792
2025-12-26,12047,88792
2025-12-27,12048,88792
2025-12-28,12049,88792
2025-12-29,12050,88792
2025-12-30,12051,88792
2025-12-31,12052,88792
2026-01-01,12053,88792
2026-01-02,12054,88792
2026-01-03,12055,88792
2026-01-04,12056,88792
2026-01-05,12057,88792
2026-01-06,12058,88792
2026-01-07,12060,88793
2026-01-08,12061,88793
2026-01-09,12062,88793
2026-01-10,12063,88793
2026-01-11,12064,88793
2026-01-12,12065,88793
2026-01-13,12066,88793
2026-01-14,12067,88793
2026-01-15,12068,88793
2026-01-16,12068,88793
2026-01-17,12069,88793
2026-01-18,12070,88793
2026-01-19,12071,88793
2026-01-20,12072,88793
2026-01-21,12073,88793
2026-01-22,12074,88793
2026-01-23,12075,88793
2026-01-24,12076,88793
2026-01-25,12077,88793
2026-01-26,12079,88794
2026-01-27,12080,88794
2026-01-28,12081,88794
2026-01-29,12082,88794
2026-01-30,12084,88795
2026-01-31,12085,88795
2026-02-01,12086,88795
2026-02-02,12087,88795
2026-02-03,12089,88796
2026-02-04,12090,88796
2026-02-05,12091,88796
2026-02-06,12092,88797
2026-02-07,12093,88797
2026-02-08,12094,88797
2026-02-09,12095,88797
2026-02-10,12096,88797
2026-02-15,12101,88797
2026-02-16,12102,88797
2026-02-17,12103,88797
2026-02-18,12104,88797
2026-02-19,12105,88797
